url,text,images,top_img,keywords,authors,canonical_link,title,movies,publish_date,source,summary
http://www.fakingnews.com/politics/republic-tv-demands-government-announce-32-minimum-size-television-screens-31510,"Mumbai. As the state Assembly polls in Maharashtra and Haryana conclude on Monday, it is predicted that the BJP and its allies are set to sweep both states, overcoming anti-incumbency, according to Republic TV. And Republic TV held a big debate to discuss the exit polls.

The number of panelists was way more than the total number of people working in the media house. Some of the panelists were not visible in a TV set smaller than 32’ and so Republic TV management has requested the government to make 32’ as the minimum requirement for a TV.

Anyone found watching a TV that is less than 32’, than that person should be fined. This will be a major setback for the panwalas or the small retail shops who still use the smaller TVs, but Republic TV has promised that it will tie up with TV manufacturers and try to offer cashback or discounts to the new customers who buy the TVs to watch debates on republic TV.

Arnab can now call more panelists if the govt. accepts this demand and there will be more job creation for the panelists, thus making Ravi Shankar Prasad also happy.",,http://www.fakingnews.com/wp-content/uploads/2019/10/7a989c0c-518d-4563-b46c-a104b1cb3720.jpg,,,http://www.fakingnews.com/politics/republic-tv-demands-government-announce-32-minimum-size-television-screens-31510,Republic TV demands government to announce 32 inches as minimum size for television screens,,1571722606.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/lady-gaga-not-joining-bjp-clarifies-amit-shah-singer-tweets-sanskrit-31501,"Social media witnessed a frenzy after singer Lady Gaga tweeted a Sanskrit shloka yesterday. There were speculations that the singer is all set to join the ruling BJP, which were later put to rest by Amit Shah.

While speaking to reporters, Home Minister Amit Shah said, “Media ke madhyam se mai batana chahta hu ki ye jo Lady Ghagra..Ganga..ya jo bhi unka naam hai, who BJP mein shaamil nai ho rahi. These are just rumors and if there is any induction into the party you will know about it through official channels.”

But by the time the clarification came, the damage was already done. A news channel even carried a report that Lady Gaga could arrive in Mumbai on Election Day to show her support for Shiv Sena BJP alliance.

Even Aditya Thackeray got caught up and almost reached the airport with a bouquet to welcome her. Gaga’s PR too had to issue a clarification to cool things down.

Congress party however was not too pleased with the award winning singer tweeting in Sanskrit. that too on the eve of elections in Maharashtra and Haryana. Congress leaders on previous occasion criticized the BJP for promoting Sanskrit as India’s official language.

Some were of the opinion that the saffron party was using Lady Gaga’s star power to push their Sanskrit agenda. Senior Congress leaders were critical of the singer and urged her stay away from Indian politics.

“Why a Sanskrit shloka. What is she trying to say. Many of the fans are impressionable first time voters and can get influenced to vote for BJP-Shiv Sena,” questioned an opposition leader.

There were others who were of the opinion that Gaga’s tweet was a subtle hint that she wants a Mandir in Ayodhya.",,http://www.fakingnews.com/wp-content/uploads/2019/10/shah-gaga.jpg,,,http://www.fakingnews.com/politics/lady-gaga-not-joining-bjp-clarifies-amit-shah-singer-tweets-sanskrit-31501,"Lady Gaga not joining BJP, clarifies Amit Shah after singer tweets in Sanskrit",,1571645575.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/mns-buys-drones-attack-fastag-lanes-32606,"Mumbai. After the announcement from Transport Ministry in going digital with the toll booths. They will be implementing Fastag lanes all over the country. vehicles without Fastags will be charged double the toll. This news has been welcomed by the MNS chief Raj Thackerey. He has informed his cadre to go digital as well. In the ever-changing world of politics, you should keep yourself updated to match your adversary’s every move.

The usual mode of operation of MNS was to beat up toll booth workers and damage the booths by throwing stones or beating with sticks. Now the new digital wing of MNS will be launched who will be in charge of buying drones. In case Raj Thackerey’s motorcade is blocked by toll booths for not having Fastag, they will release the drones and start attacking the booths.

They are also in talks with James Cameroon to design the drones in their flag colors and look in a menacing manner. The drones will also be used for their other social activities like beating up immigrants and Valentine’s day couples. The drone will come with a variety of weapons selection, such as long stick, short stick, black ink, Mangalsutra, etc. The premium version will have an animatronic version of Raj Thackerey sitting on top of it.

They are also planning to release surface droids which will go by foot and collect complimentary Vada pavs from street vendors. If the vendors refuse to give, then drones will be released to attack the shops.",,http://www.fakingnews.com/wp-content/uploads/2020/02/1-233.jpg,,,http://www.fakingnews.com/politics/mns-buys-drones-attack-fastag-lanes-32606,MNS Buys Drones to Attack Fastag Lanes,,1580984818.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/subramanian-swamy-suggests-inscribing-sachin-photos-petrol-tankers-will-slowdown-petrol-prices-reaches-70-32375,"New Delhi. BJP leader and Rajya Sabha MP Subramanian Swamy has said he was in favor of inscribing the image of Goddess Lakshmi on banknotes which could “improve the condition of the Indian currency”.

Swamy did not stop at that and suggested that there should be Sachin photos inscribed on Petrol tankers so that petrol prices don’t increase rapidly after reaching 70. Sachin was known for his slowdown in the strike rate after reaching 70 or more closer to a century. He used to take his time to reach the three figure mark and many times got out in the nervous nineties.

The government which was looking for solutions to keep the petrol prices in check will implement Swamy’s suggestions as soon as possible so that the economy is in good shape before the budget. Sachin was overwhelmed by the suggestion and has vowed that he will not charge a royalty for the same as he wants to do everything possible that will benefit the Indians.

Swamy will soon meet Nirmala Sitharaman and Ravi Shankar Prasad to explain to them the logic of his suggestions so that they can convey the same to the media in press briefings.",,http://www.fakingnews.com/wp-content/uploads/2020/01/Capture-1.jpg,,,http://www.fakingnews.com/politics/subramanian-swamy-suggests-inscribing-sachin-photos-petrol-tankers-will-slowdown-petrol-prices-reaches-70-32375,"Subramanian Swamy suggests inscribing Sachin photos on petrol tankers, this will slowdown petrol prices after it reaches 80",,1579160573.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/manoj-tiwari-announces-will-ban-songs-elected-exit-poll-gives-70-seats-bjp-32334,"New Delhi. The Delhi Assembly election is just a few weeks away and the main contenders — the AAP, BJP, and Congress — are busy vetting their prospective candidates and expected to start naming their candidates later this week. Manoj Tiwari has pulled out the best trick by announcing that he will ban his own songs if elected to power.

Faking News conducted the exit polls just after this announcement and we are sure that BJP will win 70 seats in Delhi. And the margin will be a historic one. It will be a record that will be tough to beat anywhere in the world. We predict a vote share of 80% to the BJP. The rest 20% may be non-voters, at least they say that they can be Manoj Tiwari fans who don’t want people to know about it. Manoj Tiwari has given many cringe-worthy songs in Bhojpuri cinema.

And people in Delhi were scared that if he comes to power, they will have to listen to his songs at all his rallies and even on the radio. But Manoj Tiwari after a discussion with is social media team has taken this bold step which will benefit his party in the long term.",,http://www.fakingnews.com/wp-content/uploads/2020/01/1527597310_maxresdefault.jpg,,,http://www.fakingnews.com/politics/manoj-tiwari-announces-will-ban-songs-elected-exit-poll-gives-70-seats-bjp-32334,Manoj Tiwari announces he will ban his own songs if elected; exit poll gives 70 seats to BJP,,1578900213.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/asked-comment-big-actors-visit-jnu-amit-shah-says-not-see-taimur-jnu-32275,"New Delhi. Two days after masked goons attacked students and teachers at Delhi’s Jawaharlal Nehru University (JNU), actor Deepika Padukone visited the campus in a show of solidarity with the students. Her visit brought many negative comments on Twitter and other platforms where people said that she was there to just promote her movie.

In fact, Amit Shah ignored it completely and on being asked what are his views on the big actor visiting JNU, he said that he has not seen Taimur in JNU or anywhere near to Delhi. This implies that Amit Shah considers Taimur as a bigger star than Deepika and other actors who have been protesting against the government.

Big actors like Amitabh, SRK, Salman, and Taimur have not uttered a word on the JNU attack, and that makes the home minister feel safe about his government. According to him, these are the 4 biggest stars based on popularity and income tax payments.

Amit Shah has planned to personally visit Taimur and thank him for his wonderful gesture of speaking or let’s say not speaking on the issue. Kareena and Saif told the reporters that Taimur is already preparing for the role of Mr. India and hence is invisible in most of the protests.",,http://www.fakingnews.com/wp-content/uploads/2020/01/ktbch1a_deepika-padukone-jnu-visit-ndtv_625x300_07_January_20.jpg,,,http://www.fakingnews.com/politics/asked-comment-big-actors-visit-jnu-amit-shah-says-not-see-taimur-jnu-32275,"Being asked to comment on the big actor's visit to JNU, Amit Shah says he did not see Taimur in JNU",,1578467198.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/people-not-understand-mulayam-singhs-language-start-supporting-caa-anti-caa-speech-32197,"Lucknow. Alleging that the BJP government was afraid of Hindu-Muslim unity, Samajwadi Party supremo Akhilesh Yadav on Thursday sought to know when a probe into “police brutality” during a widespread protest in the state against Citizenship Amendment Act will be ordered. His father Mulayam Singh Yadav also spoke against the CAA and called for a nationwide protest for the bill.

The only problem though was that people at the rally did not understand what Mulayam said, as is the case with most of his speeches. Even Akhilesh also did not get a single word and thought that his father is actually speaking in favor of the CAA. As the speech went on, more and more people left the rally and started supporting CAA. The number of people on the UP streets who are supporting CAA has increased drastically after Mulayam’s speech.

The opposition is very worried and has asked people like Mulayam Singh and Sharad Pawar to not speak anything on the CAA as it may have a negative influence on the anti-CAA campaign.

Akhilesh has asked his team to type the whole speech of Mulayam Singh and publish in newspapers for people to know what Mulayam actually spoke. But the big question mark is whether Akhilesh’s team has understood what Mulayam spoke?",,http://www.fakingnews.com/wp-content/uploads/2019/12/Former-Samajwadi-Party-SP-chief-and-former-Uttar-Pradesh-chief-minister-Mulayam-Singh-Yadav-with-Akhilesh-Yadav-770x433.jpg,,,http://www.fakingnews.com/politics/people-not-understand-mulayam-singhs-language-start-supporting-caa-anti-caa-speech-32197,People who did not understand Mulayam Singh’s language start supporting CAA after his anti-CAA speech,,1577684300.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/saloon-industry-big-loss-shiv-sena-men-start-shaving-peoples-head-making-jokes-uddhav-32162,"Mumbai. The economy is already in the doldrums and the salon industry is the latest to witness a sharp slowdown. All thanks to the Shiv Sena workers who have taken the task of shaving people’s heads in their own hands.

A man from Wadala in Mumbai was thrashed and his head shaved by some Shiv Sena workers for allegedly making a derogatory comment against Maharashtra Chief Minister Uddhav Thackeray on Facebook. The incident happened in Shanti Nagar area of Wadala East on Friday.

Shiv Sena workers have identified more such people and their heads will be shaved in the next couple of days. The number of orders in increasing and people who want a free head shave are just making a derogatory or an objectionable post on Uddhav Thackeray. There were many areas in Mumbai where the saloons remained closed.

People are demanding the Shiv Sena workers should also offer head massage, hair-cutting, face shave, and other services so that they don’t have to visit the salon and pay heavily. The salon industry is under severe pressure and would expect Nirmala Sitharaman to declare a safety package to rescue the industry. Ravi Shankar Prasad meanwhile has said that if people are saving money on salon that means they will spend that money somewhere else and hence economy will be benefited.",,http://www.fakingnews.com/wp-content/uploads/2019/12/170458_1577112623.jpg,,,http://www.fakingnews.com/politics/saloon-industry-big-loss-shiv-sena-men-start-shaving-peoples-head-making-jokes-uddhav-32162,Salon industry in big loss after Shiv Sena men start shaving people’s head for making jokes on Uddhav,,1577125110.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/bjp-leaders-jharkhand-ask-indian-citizenship-persecuted-voters-realize-later-already-32148,"Jharkhand. Incumbent CM Raghubar Das has refused to concede defeat despite the Congress-JMM alliance touching the majority mark of 41.

In fact some BJP leaders in Jharkhand actually demanded citizenship from India after being persecuted by the voters in Jharkhand. But they realized later that they already have citizenship.

The Jharkhand BJP leaders were confident that the voters will vote for the party as they thought people do support CAA and NRC here. But the result was totally different. Some BJP leaders lost by huge margins and they felt persecuted by the voters. The leaders took this opportunity to speak about the importance of NRC and CAA. They told in the press conference that now that they are persecuted, they will be given citizenship by the Indian government.

But a senior reporter stood up and told them that they already have citizenship and should not worry about it anymore. Amit Shah termed the loss as a temporary one as the main result will come out only after he calls up all MLAs in the next 24 hours. Congress and JMM have started searching for good hotels around the state to keep the MLAs safe.",,http://www.fakingnews.com/wp-content/uploads/2019/12/raghubar-das-jpg_585x328xt.jpg,,,http://www.fakingnews.com/politics/bjp-leaders-jharkhand-ask-indian-citizenship-persecuted-voters-realize-later-already-32148,"BJP leaders in Jharkhand ask for Indian citizenship after being persecuted by voters, realize later that they already have it",,1577085848.0,http://www.fakingnews.com,
http://www.fakingnews.com/politics/smriti-irani-demands-apology-rahul-gandhi-not-apologizing-32045,"New Delhi. MPs in parliament are nowadays busy with demanding an apology from each other. Instead of asking the criminals and lawbreakers to apologize, the MPs are busy demanding an apology from each other.

Smriti Irani has used the whole day in parliament to ask for an apology for different reasons. Her latest demand includes Rahul Gandhi to apologize for not apologizing.

The BJP on Friday launched a blistering attack in the Lok Sabha on Congress leader Rahul Gandhi for his ‘Rape in India’ remarks and sought his apology for disrespecting women of the country. Rahul Gandhi did not apologize after Smriti Irani’s demands. Smriti who has an experience of working in Ekta Kapoor serials asked RaGa to apologize thrice by making a dramatic face which RaGa was not comfortable with. Without wasting any time, Smiriti Irani asked Rahul for another apology.

This takes the total number of apologies demanded in Parliament to 543. Basically every MP has asked for an apology from another MP. There are rumors that the parliament will conduct an apology session after the winter session where all the pending apologies will be concluded. The MPs will also take apology letter writing course from Vivel Oberoi as he is experienced in asking for it in different ways.",,http://www.fakingnews.com/wp-content/uploads/2019/12/BeFunky-collage-25.jpg,,,http://www.fakingnews.com/politics/smriti-irani-demands-apology-rahul-gandhi-not-apologizing-32045,"After growing demands for apologies, MPs to train under Vivek Oberoi for saying sorry in different ways",,1576223656.0,http://www.fakingnews.com,
